trtid10,trtid00,placefp10,cbsa10,metdiv10,ccflag10,changetype,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49
12031000100,12031000100,35000,27260,99999,1,1,6077,2844,195,228,254,159,76,29,29,80,147,181,216,282,225,168,137,50,57,47,59,89,80,34,22,3233,174,228,247,140,90,36,31,82,171,225,255,261,247,192,149,53,86,38,81,128,157,83,79
12031000200,12031001300,35000,27260,99999,1,1,2678.443818,1202.177547,93.09044798,130.1223201,138.1102604,63.08011107,40.03273356,23.01636678,7.018089597,39.04996174,77.05685302,65.07149698,87.08011107,90.10681476,66.09906208,53.06805134,57.04134765,18.01895101,23.01895101,17.01205973,28.01722819,40.03101074,27.0180896,12.01292114,8.004307047,1476.266272,89.08011107,135.1025077,133.1386869,67.08097248,32.0370406,16.01550537,18.01636678,49.04048624,77.08183389,86.06632852,103.1119832,95.11284463,101.0844181,94.06029866,66.06029866,37.01895101,35.02411946,27.01119832,39.0180896,67.03531778,58.02584228,24.02153523,27.02153523
12031000300,12031000300,35000,27260,99999,1,1,2834.556182,1365.822453,104.909552,141.8776799,127.8897396,92.91988893,37.96726644,18.98363322,20.9819104,57.95003826,65.94314698,82.92850302,92.91988893,123.8931852,114.9009379,78.93194866,47.95865235,21.98104899,21.98104899,13.98794027,19.98277181,35.96898926,20.9819104,14.98707886,4.995692953,1468.733728,92.91988893,118.8974923,160.8613131,93.91902752,42.9629594,17.98449463,18.98363322,46.95951376,94.91816611,76.93367148,129.8880168,130.8871554,97.91558188,69.93970134,69.93970134,21.98104899,27.97588054,12.98880168,20.9819104,40.96468222,29.97415772,24.97846477,24.97846477
12031000600,12031000600,35000,27260,99999,1,1,4988.151363,2344.073419,197.0026987,176.0014287,170.0019049,112.00127,49.00071435,32.00119058,25.00055561,89.00420673,153.0114296,181.0101596,222.007461,230.0076991,166.0049211,134.0047623,85.00404798,36.00103184,45.00126996,27.00071435,45.00134933,53.00198431,55.00134933,32.00063498,30.00063498,2644.077944,168.0026193,171.0019843,153.0021431,128.0007937,65.00111121,38.00071435,34.00079372,66.00452422,179.0122233,175.0078579,211.006191,210.0052386,186.0051592,153.004683,121.0034924,45.00055561,62.0014287,38.00111121,52.00174619,114.0034924,110.0042067,87.00269866,78.00317489
12031000700,12031000700,35000,27260,99999,1,1,4150,1983.470129,158.0402187,108.0441234,136.0456853,64.02655213,26.01483795,12.00663803,14.00468567,58.01444748,147.0331902,191.0292854,198.0335806,199.035533,167.0304569,150.0277235,108.0167903,42.00976181,38.0070285,24.00819992,24.00898087,41.01249512,32.00780945,34.00937134,12.00273331,2166.529871,134.0441234,119.0550566,128.0374854,100.0265521,27.01522843,21.00898087,15.00624756,71.01210465,185.0386568,157.0359235,186.0386568,199.0398282,176.0335806,165.0296759,103.0183522,38.00780945,35.01171417,22.00741898,33.01093323,70.01718079,58.01327606,57.0156189,67.00546661
12031000800,12031000800,35000,27260,99999,1,1,1906.848637,924.9265807,33.99730134,17.9985713,23.99809507,15.99873004,8.99928565,14.99880942,6.999444394,52.99579327,143.9885704,127.9898404,93.99253901,96.99230089,61.99507892,59.99523766,50.99595202,12.99896816,15.99873004,8.99928565,16.99865067,24.99801569,16.99865067,7.999365022,7.999365022,981.9220564,32.99738072,24.99801569,26.99785695,9.999206277,13.99888879,8.99928565,9.999206277,56.99547578,153.9877767,98.99214215,77.99380896,65.99476143,64.9948408,58.99531704,43.99650762,6.999444394,17.9985713,13.99888879,21.99825381,43.99650762,52.99579327,33.99730134,39.99682511
12031001000,12031001000,35000,27260,99999,1,1,3999,2792,28,39,38,67,159,85,78,209,307,289,369,364,211,151,77,26,44,27,38,58,40,49,39,1207,24,30,36,25,20,15,9,34,56,66,95,91,58,52,40,24,32,28,46,91,104,110,121
12031001100,12031001100,35000,27260,99999,1,1,2189,1176,72,59,75,57,39,26,11,49,62,87,109,147,117,87,65,24,12,12,23,17,11,10,5,1013,69,49,75,61,65,26,12,42,59,74,82,106,66,66,44,14,20,10,8,21,26,9,9
12031001200,12031001200,35000,27260,99999,1,1,2609,1409,72,92,91,52,43,13,13,41,85,107,145,146,132,125,98,30,37,20,11,28,11,10,7,1200,80,79,117,58,27,13,21,36,54,74,113,121,89,87,65,19,21,11,24,37,26,15,13
12031001300,12031001300,35000,27260,99999,1,1,4737.488534,2090.8302,307.7972996,213.1670619,207.1904153,142.4434105,64.74700478,28.88712521,28.88712521,55.78203488,99.61077658,103.5952076,125.5095785,150.4122726,157.385027,79.68862126,90.64580669,22.91047861,39.84431063,14.94161649,37.8520951,45.82095723,32.87155627,25.89880191,14.94161649,2646.658334,250.0230492,238.069756,225.1203551,121.5251474,110.567962,43.82874169,43.82874169,123.517363,163.3616736,135.4706561,175.3149668,175.3149668,173.3227512,122.5212552,135.4706561,41.83652616,52.79371159,40.8404184,53.78981935,68.73143584,53.78981935,52.79371159,44.82484946
12031001400,12031001400,35000,27260,99999,1,1,5817,2681,253,260,285,155,92,34,34,79,135,140,199,207,182,157,111,43,47,36,37,71,67,30,27,3136,211,249,237,147,101,24,35,109,201,178,217,273,206,176,139,49,65,47,68,142,99,81,82
12031001500,12031001500,35000,27260,99999,1,1,4584.511466,2017.1698,250.2027004,188.8329381,202.8095847,116.5565895,59.25299522,29.11287479,15.11287479,65.21796512,122.3892234,121.4047924,122.4904215,123.5877274,127.614973,108.3113787,73.35419331,29.08952139,43.15568937,24.05838351,22.1479049,59.17904277,52.12844373,32.10119809,29.05838351,2567.341666,223.9769508,190.930244,188.8796449,107.4748526,92.432038,53.17125831,47.17125831,116.482637,158.6383264,142.5293439,156.6850332,165.6850332,144.6772488,109.4787448,95.52934385,47.16347384,45.20628841,33.1595816,53.21018065,115.2685642,88.21018065,109.2062884,82.17515054
12031001600,12031001700,35000,27260,99999,1,1,1672,680,76,95,78,32,15,9,6,21,24,31,44,52,29,42,23,12,20,10,11,24,9,13,4,992,70,89,91,38,29,22,17,38,68,58,75,58,55,47,41,7,26,22,17,44,34,20,26
12031002101,12031002100,35000,27260,99999,1,3,3243,1600.399399,87.10760761,79.53303303,83.86136136,45.98848849,29.75725726,20.01851852,20.01851852,78.99199199,192.6106106,181.2487487,165.0175175,147.1631632,119.5700701,109.2902903,62.76076076,17.31331331,27.05205205,17.85435435,15.69019019,42.2012012,27.59309309,15.69019019,14.06706707,1642.600601,83.86136136,74.12262262,85.48448448,36.24974975,31.38038038,25.96996997,18.3953954,88.18968969,184.494995,162.8533534,132.014014,137.4244244,130.9319319,115.2417417,80.61511512,21.64164164,25.42892893,24.88788789,23.26476476,42.2012012,45.44744745,40.03703704,32.46246246
12031002102,12031002100,35000,27260,99999,1,3,2744,1354.146146,73.70437104,67.2952953,70.95762429,38.91224558,25.17851185,16.9382716,16.9382716,66.83750417,162.9736403,153.3600267,139.626293,124.5191859,101.1718385,92.47380714,53.10377044,14.64931598,22.88955622,15.10710711,13.27594261,35.70770771,23.34734735,13.27594261,11.90256924,1389.853854,70.95762429,62.71738405,72.33099766,30.67200534,26.55188522,21.97397397,15.56489823,74.61995329,156.1067734,137.7951285,111.7010344,116.2789456,110.7854521,97.50950951,68.21087754,18.31164498,21.51618285,21.05839173,19.68501835,35.70770771,38.45445445,33.87654321,27.46746747
12031002200,12031002100,35000,27260,99999,1,1,4637,2229.454454,117.1880214,123.1716717,119.1810143,57.09926593,25.0642309,15.04320988,8.043209877,61.17050384,242.4157491,259.3912246,220.3561895,195.317651,181.2580914,178.2359026,100.1354688,30.0373707,36.05839173,26.03853854,44.0338672,65.09109109,58.05955956,40.0338672,27.0303637,2407.545546,142.1810143,98.15999333,110.1845179,57.07824491,32.0677344,15.05605606,18.03970637,86.19035702,216.3982316,221.3515182,211.2849516,190.29663,201.2826159,176.2487487,106.1740073,35.04671338,54.05488822,36.05372039,53.05021688,91.09109109,101.0980981,70.08641975,85.07007007
12031002300,12031002300,35000,27260,99999,1,1,1798,861,48,33,52,33,14,11,4,22,54,65,71,68,76,77,44,10,17,12,21,29,44,34,22,937,34,43,36,23,8,6,2,36,55,64,56,86,80,72,47,17,26,11,19,50,68,54,44
12031002400,12031002400,35000,27260,99999,1,1,1989,952,49,72,77,45,20,5,5,14,30,68,75,88,100,79,42,17,20,14,18,36,42,19,17,1037,49,69,72,33,15,2,1,16,51,59,72,95,101,73,54,20,35,11,24,72,53,31,29
12031002501,12031002500,35000,27260,99999,1,3,4237,1979.190588,154.2635294,156.3623529,154.7882353,85.52705882,47.22352941,14.69176471,23.61176471,64.53882353,150.0658824,169.48,197.2894118,167.9058824,146.3929412,110.7129412,82.90352941,18.36470588,35.68,21.51294118,34.10588235,54.04470588,37.77882353,25.18588235,26.76,2257.809412,132.7505882,152.1647059,140.0964706,86.57647059,45.64941176,29.90823529,31.48235294,86.57647059,184.6964706,161.6094118,183.6470588,177.8752941,145.3435294,127.5035294,88.15058824,19.93882353,43.02588235,27.80941176,37.77882353,92.34823529,80.80470588,90.24941176,91.82352941
12031002502,12031002500,35000,27260,99999,1,3,3838,1792.809412,139.7364706,141.6376471,140.2117647,77.47294118,42.77647059,13.30823529,21.38823529,58.46117647,135.9341176,153.52,178.7105882,152.0941176,132.6070588,100.2870588,75.09647059,16.63529412,32.32,19.48705882,30.89411765,48.95529412,34.22117647,22.81411765,24.24,2045.190588,120.2494118,137.8352941,126.9035294,78.42352941,41.35058824,27.09176471,28.51764706,78.42352941,167.3035294,146.3905882,166.3529412,161.1247059,131.6564706,115.4964706,79.84941176,18.06117647,38.97411765,25.19058824,34.22117647,83.65176471,73.19529412,81.75058824,83.17647059
12031002600,12031002000,35000,27260,99999,1,4,4431,1988.256536,190.1121788,259.4239106,260.4140782,147.5349721,84.16424581,24.75418994,27.72469274,51.48871508,99.01675978,98.02659218,125.7512849,135.6529609,118.8201117,90.1052514,72.28223464,18.81318436,27.72469274,21.78368715,30.69519553,45.5477095,31.68536313,15.84268156,10.89184358,2442.743464,168.3284916,244.5713966,261.4042458,141.5939665,67.33139665,32.67553073,38.61653631,78.22324022,147.5349721,187.141676,196.0531844,184.1711732,139.6136313,97.03642458,93.07575419,36.63620112,40.59687151,35.64603352,50.49854749,73.27240223,60.40022346,39.60670391,28.71486034
12031002701,12031002701,35000,27260,99999,1,1,3699,1754,175,156,208,98,53,24,21,56,91,108,121,123,118,109,71,23,35,25,39,44,29,16,11,1945,107,185,183,113,56,12,14,56,141,154,144,128,145,113,80,21,33,34,42,66,49,36,33
12031002702,12031002702,35000,27260,99999,1,1,4110,1919,172,199,216,108,58,35,20,43,128,124,133,170,134,104,73,25,26,18,29,42,36,15,11,2191,148,200,222,114,59,33,19,85,152,136,184,182,177,120,80,29,39,17,36,56,58,25,20
12031002801,12031002802,35000,27260,99999,1,1,5481,2457,176,223,252,143,62,45,39,85,150,154,139,170,134,127,120,53,82,53,52,82,73,30,13,3024,151,232,226,145,74,33,27,104,174,156,201,203,193,196,211,87,116,58,91,123,114,67,42
12031002802,12031002802,35000,27260,99999,1,1,4983,2240,141,202,254,114,97,44,35,79,122,123,172,152,122,103,82,37,51,47,51,75,62,43,32,2743,167,200,195,120,85,28,52,90,149,161,190,201,152,127,126,54,65,50,85,130,140,96,80
12031002901,12031002901,35000,27260,99999,1,1,4599,2019,168,228,250,103,66,23,23,76,118,110,126,144,124,95,64,37,40,17,38,55,50,33,31,2580,173,259,251,96,57,36,24,82,171,158,172,157,148,118,72,22,72,49,63,113,122,94,71
12031002902,12031002902,35000,27260,99999,1,1,4211,1949,132,201,189,87,48,21,21,77,112,99,141,147,162,111,92,33,42,21,31,56,57,39,30,2262,112,192,189,116,54,22,18,66,136,102,168,187,162,133,77,28,40,34,47,113,99,81,86
12031010101,12031010101,35000,27260,99999,1,1,3556,1723,104,118,152,82,36,23,22,58,108,142,170,136,146,97,98,30,50,38,35,33,18,14,13,1833,127,130,136,78,55,20,19,54,102,148,169,148,123,94,108,46,38,34,33,46,41,35,49
12031010102,12031010102,35000,27260,99999,1,1,4589,2285,151,162,168,100,44,18,15,64,132,157,214,232,228,182,123,58,54,36,53,48,32,9,5,2304,122,169,188,100,56,23,18,67,144,162,202,224,208,187,137,57,43,34,48,62,34,10,9
12031010103,12031010103,35000,27260,99999,1,1,3098,1605,83,85,98,69,40,25,23,48,68,80,139,198,142,148,100,26,55,29,38,51,36,19,5,1493,72,81,99,71,34,17,15,42,64,87,125,164,139,120,98,37,44,23,29,54,38,22,18
12031010201,12031010201,35000,27260,99999,1,1,4561,2235,168,174,175,88,51,19,21,84,156,191,171,191,147,129,145,43,66,33,53,57,44,23,6,2326,174,155,183,105,61,25,34,81,157,141,167,197,155,160,139,56,57,47,46,76,56,32,22
12031010202,12031010202,35000,27260,99999,1,1,2869,1405,79,90,106,71,48,20,10,48,92,93,119,147,87,97,75,25,37,26,42,56,21,6,10,1464,73,84,86,73,33,16,22,45,92,97,117,131,120,111,83,32,57,31,30,68,33,20,10
12031010301,12031010301,35000,27260,99999,1,1,3404,1835,89,80,141,76,60,41,34,88,113,137,189,186,148,118,113,27,45,28,39,35,30,14,4,1569,88,67,82,63,42,27,19,59,96,131,164,149,131,113,101,31,47,33,24,38,34,21,9
12031010303,12031010303,35000,27260,99999,1,1,3811,1822,131,172,166,98,56,29,33,73,94,159,157,155,119,116,74,26,38,19,25,36,18,14,14,1989,118,158,160,101,68,23,25,59,139,174,206,172,156,130,65,20,24,10,39,50,36,26,30
12031010304,12031010301,35000,27260,99999,1,1,7063,3259,304,382,352,206,101,42,38,117,186,214,239,265,264,186,120,32,39,24,44,31,41,17,15,3804,271,323,363,220,102,48,41,158,265,306,335,373,312,238,115,32,48,31,34,45,42,34,68
12031010401,12031010400,35000,27260,99999,1,3,3391,1579.15893,163.3907669,156.5471746,140.7213673,76.5626892,54.32101413,22.6693996,25.23574672,62.87550454,123.184662,106.5034057,121.4737639,106.0756811,95.81029263,87.25580222,62.0200555,21.38622603,28.22981837,19.24760343,29.51299193,33.79023713,24.8080222,13.25946014,4.277245207,1811.84107,142.8599899,151.4144803,139.4381937,78.70131181,52.61011604,34.21796165,27.37436932,86.40035318,142.8599899,141.5768163,141.5768163,135.5886731,115.4856206,92.81622099,73.14089304,31.22389001,42.34472755,29.08526741,29.51299193,51.32694248,40.63382947,17.10898083,14.5426337
12031010402,12031010400,35000,27260,99999,1,3,4537,2112.84107,218.6092331,209.4528254,188.2786327,102.4373108,72.67898587,30.3306004,33.76425328,84.12449546,164.815338,142.4965943,162.5262361,141.9243189,128.1897074,116.7441978,82.9799445,28.61377397,37.77018163,25.75239657,39.48700807,45.20976287,33.1919778,17.74053986,5.722754793,2424.15893,191.1400101,202.5855197,186.5618063,105.2986882,70.38988396,45.78203835,36.62563068,115.5996468,191.1400101,189.4231837,189.4231837,181.4113269,154.5143794,124.183779,97.85910696,41.77610999,56.65527245,38.91473259,39.48700807,68.67305752,54.36617053,22.89101917,19.4573663
12031010500,12031010500,35000,27260,99999,1,1,7595,3775,249,288,316,188,100,55,40,120,246,279,334,311,288,240,221,69,100,50,68,97,67,26,23,3820,245,256,268,162,92,36,38,116,242,296,355,343,280,241,245,60,86,57,74,101,89,68,70
12031010600,12031010600,35000,27260,99999,1,1,4927,2469,166,189,212,106,63,22,29,68,156,167,212,261,194,162,136,53,70,26,47,68,39,15,8,2458,149,175,211,113,56,28,23,75,142,179,223,226,166,180,144,35,60,46,51,69,59,32,16
12031010700,12031010500,35000,27260,99999,1,1,5884,2717,158,180,256,150,124,32,34,84,124,164,182,220,172,181,156,77,88,68,69,71,69,35,23,3167,160,190,251,166,80,18,20,78,165,184,195,251,237,220,222,115,135,78,77,126,88,68,43
12031010800,12031010800,35000,27260,99999,1,1,5689,2577,182,207,239,166,90,40,34,94,136,149,168,165,164,185,165,55,86,36,55,72,48,25,16,3112,148,206,225,155,84,26,33,81,155,170,193,202,274,253,242,93,101,71,89,116,82,67,46
12031010900,12031010900,35000,27260,99999,1,1,3449,1632,93,123,144,99,52,24,15,55,82,90,110,123,120,146,102,33,44,33,41,52,32,10,9,1817,89,117,134,85,59,21,17,42,95,92,129,135,171,178,145,35,81,34,35,57,28,22,16
12031011000,12031011000,35000,27260,99999,1,1,4192,1962,150,174,183,118,65,22,19,52,111,141,153,157,127,130,88,36,47,25,44,62,28,18,12,2230,144,167,179,109,49,25,28,83,115,140,189,211,152,157,118,36,44,44,48,75,54,34,29
12031011100,12031011100,35000,27260,99999,1,1,3473.958769,1577.888921,124.0925871,152.1010813,164.1129732,108.0594596,45.03482633,17.01359076,13.00679538,45.03100393,101.04417,78.03142864,102.0539383,126.0586102,127.0445947,87.03525105,61.03610047,31.00849423,37.01698846,21.00806952,28.02038615,38.03185335,41.02123557,16.01274134,15.01274134,1896.069848,107.0959848,140.0887647,167.0959848,94.05351364,51.03185335,19.01656374,14.0186873,71.03270278,142.0671044,97.05776075,141.0777222,176.0798457,161.0688032,119.0518148,79.04374527,33.01571432,29.02335913,17.00976836,33.0225097,66.03440162,70.03440162,42.02293442,27.02590739
12031011200,12031011200,35000,27260,99999,1,1,3155,1412,58,109,140,85,38,24,10,50,103,67,97,85,118,116,108,20,40,26,25,35,36,14,8,1743,105,95,129,84,43,20,17,64,79,92,95,141,142,172,136,36,51,22,44,69,45,23,39
12031011300,12031011300,35000,27260,99999,1,1,3531,1539,179,163,157,101,53,20,20,68,89,64,78,91,73,96,74,28,45,24,26,46,24,11,9,1992,190,162,143,96,74,34,33,104,105,101,119,146,128,140,98,49,57,34,47,50,36,22,24
12031011400,12031011400,35000,27260,99999,1,1,2538,1155,59,73,92,53,30,15,11,38,44,74,83,85,75,41,55,25,47,39,63,64,49,28,12,1383,52,62,92,44,22,9,5,35,47,65,77,95,86,58,81,44,80,58,99,116,68,52,36
12031011500,12031011500,35000,27260,99999,1,1,4610.041231,2092.111079,217.9074129,237.8989187,265.8870268,139.9405404,81.96517367,31.98640924,15.99320462,72.96899607,103.95583,73.96857136,126.9460617,137.9413898,104.9554053,82.96474895,84.96389953,19.99150577,39.98301154,18.99193048,47.97961385,74.96814665,49.97876443,29.98725866,29.98725866,2517.930152,225.9040152,208.9112353,225.9040152,125.9464864,74.96814665,38.98343626,43.9813127,76.96729722,157.9328956,135.9422393,182.9222778,187.9201543,161.9311968,121.9481852,102.9562547,36.98428568,54.97664087,22.99023164,52.9774903,80.96559838,80.96559838,53.97706558,60.97409261
12031011600,12031011600,35000,27260,99999,1,1,4254,1834,138,151,179,108,65,26,20,55,79,89,105,149,125,74,55,20,50,47,55,111,79,34,20,2420,131,178,160,111,50,25,27,52,130,106,149,153,148,119,101,71,80,54,124,200,122,72,57
12031011700,12031011700,35000,27260,99999,1,1,2722,1348,126,101,111,60,39,16,12,42,84,99,126,114,101,69,66,28,33,17,29,33,23,13,6,1374,115,132,95,74,34,13,15,66,90,95,119,90,90,77,73,23,28,22,23,36,31,22,11
12031011800,12031011901,35000,27260,99999,1,1,3204.225323,1551.114191,86.00867531,141.0088771,138.0097849,74.00598529,38.00312715,18.00134501,15.00114326,64.0035979,97.00817094,121.0084063,136.0101212,140.0109618,114.0082046,87.00689318,71.00595167,26.00215202,50.00211839,15.00151314,23.00191664,35.00238739,29.00161401,20.00084063,13.0004035,1653.111131,117.0076666,128.0085744,112.0089779,88.00544729,35.00282452,13.00110963,13.00124413,57.00420316,120.0073639,111.0086417,143.0092469,122.0096504,114.0088434,99.00682593,84.00551454,26.00137864,39.00302627,20.00147951,38.00171489,54.00312715,54.00242102,37.00137864,29.00047075
12031011901,12031011901,35000,27260,99999,1,4,6687.419139,3389.009522,257.4764148,263.45925,290.3959076,177.6191962,92.82124121,39.91732931,33.9283862,106.7924188,242.4816941,249.4385454,300.3559491,325.2869489,243.518757,204.5793149,176.6315183,63.86440057,62.88890086,44.91278795,56.89597369,70.88955181,47.92501828,24.95681072,11.97320676,3298.409617,227.5559223,254.479857,266.4522843,161.650526,83.83530861,32.94453301,36.92738655,124.7501905,218.5614392,256.430416,274.4395459,286.3831084,262.45481,202.5992246,163.6782077,40.93000973,89.83268924,43.9201872,50.93086832,92.85861896,71.87267194,40.93055447,13.99125722
12031011902,12031011902,35000,27260,99999,1,1,6723,3233,236,287,271,182,86,41,55,125,211,216,291,306,236,241,149,53,50,37,44,56,29,17,14,3490,247,269,300,175,110,44,40,103,244,233,342,321,252,240,150,36,68,45,54,72,58,40,47
12031011903,12031011903,35000,27260,99999,1,4,4891,2413.122221,148.6930309,204.7091479,227.7816744,121.4781376,91.24981346,26.10744665,26.09132965,84.28741979,149.6527384,170.6715416,211.808536,208.8756902,178.6554246,177.5506641,122.4754514,43.17191464,50.16922847,31.12087748,42.15311148,45.1907178,31.12893598,15.06715416,5.032233995,2477.877779,155.6124459,165.6849724,212.7172064,120.4351589,93.22563796,34.08864349,34.09938815,68.33577078,143.5882704,186.6903447,219.7386957,220.7709297,225.7064617,191.5452917,123.4405313,41.11013282,51.24175496,30.11819131,31.13699448,63.24981346,43.19340397,16.11013282,6.037606327
12031012000,12031012000,35000,27260,99999,1,1,4557.00074,2162.576667,183.8789772,167.889501,200.8677958,109.9276494,75.95001234,24.98355669,16.98881855,67.9552742,129.9144948,110.9269917,160.8941051,157.8960783,163.8921319,135.9105484,103.9315958,31.97895256,70.953301,26.98224122,53.96448245,82.94540821,57.96185152,22.98487215,2.998026803,2394.424073,171.88687,167.889501,185.8776618,89.94080408,68.95461646,32.97829483,21.98552989,89.94080408,151.9000247,131.9131793,184.8783195,164.8914742,162.8927896,157.8960783,132.9125216,43.97105977,80.94672367,39.9736907,68.95461646,123.9184412,59.96053605,35.97632163,23.98421442
12031012100,12031002500,35000,27260,99999,1,1,1698.354798,849.1773988,58.9429018,68.93322414,56.94483733,31.96903148,24.97580585,9.990322339,9.990322339,39.96128935,58.9429018,46.95451499,70.9312886,71.93032084,76.92548201,48.95257946,45.95548276,17.98258021,13.98645127,17.98258021,15.98451574,28.97193478,17.98258021,9.990322339,3.996128935,849.1773988,64.9370952,64.9370952,57.94386956,32.96806372,18.98161244,12.98741904,13.98645127,31.96903148,58.9429018,43.95741829,67.9341919,56.94483733,64.9370952,48.95257946,37.96322489,12.98741904,24.97580585,13.98645127,24.97580585,30.96999925,29.97096702,18.98161244,13.98645127
12031012200,12031012200,35000,27260,99999,1,1,7139,3274,341,272,287,118,92,39,40,134,252,261,275,248,195,179,125,35,58,34,48,87,85,45,24,3865,329,320,258,148,107,94,76,177,319,248,293,263,257,168,152,55,73,42,74,139,148,73,52
12031012300,12031012300,35000,27260,99999,1,1,3776,1862,105,126,113,73,52,30,32,78,139,139,188,182,132,89,69,29,37,25,42,64,65,37,16,1914,114,123,115,73,48,30,28,75,156,122,150,167,124,110,74,33,41,25,48,86,75,60,37
12031012400,12031012400,35000,27260,99999,1,1,3064,1484,101,101,94,60,35,7,11,56,116,106,133,138,120,99,68,19,28,21,32,49,53,22,15,1580,103,93,93,63,39,16,13,58,111,89,141,120,101,113,69,26,26,25,28,71,78,52,52
12031012500,12031012500,35000,27260,99999,1,1,4556,2094,181,174,154,103,49,32,27,82,169,149,159,153,132,102,81,35,39,20,26,77,85,47,18,2462,206,173,144,100,66,43,37,127,182,163,175,184,151,116,98,33,40,34,46,117,105,60,62
12031012601,12031012601,35000,27260,99999,1,1,3442,1607,133,110,110,65,44,28,38,104,196,124,135,98,92,73,57,25,28,15,37,39,29,19,8,1835,149,129,119,76,61,44,40,130,184,150,137,117,103,93,65,29,35,16,33,57,32,19,17
12031012602,12031012602,35000,27260,99999,1,1,5303.83959,2517.363246,165.1115006,234.1245995,235.135462,132.0728428,83.03290704,42.01725224,21.01565481,71.04856185,166.1044719,181.1099031,197.1194877,196.1182098,161.0869001,151.0779545,131.0543126,48.02236401,48.02204452,39.01501583,41.01853018,73.02651732,63.01405738,30.00926509,8.005431259,2786.476344,201.1143759,216.1220436,262.1207656,146.0696479,74.0495203,34.01629378,27.01693275,73.05591002,178.1102226,221.1284333,191.1281138,204.124919,200.0968042,184.0827468,142.0587854,46.02204452,64.03099013,35.02044709,63.02140555,109.0274758,66.0249199,27.01437686,22.01916915
12031012702,12031013721,35000,27260,99999,1,1,4176,2020,183,187,192,114,35,27,21,81,169,166,202,181,124,90,67,23,26,26,29,35,18,17,7,2156,218,173,168,92,60,31,27,119,167,155,209,155,143,110,74,27,43,21,36,60,39,18,11
12031012703,12031012701,35000,27260,99999,1,3,5376.16041,2581.016704,211.1026084,235.9026282,256.4684984,137.9123057,62.302489,32.66344083,29.63904816,91.94153716,197.7952806,208.0782157,226.2245717,223.8050576,164.5269612,147.5903623,102.8293508,42.34149738,41.73661884,28.4292911,35.08295497,50.20491832,26.61465549,17.54147749,10.28293508,2795.143705,216.5465152,231.0636,228.6440858,131.8635204,93.75617276,30.84880523,32.0585623,105.8537434,208.6830942,243.1611707,242.5562921,236.5075068,183.2781958,156.6635403,111.2976502,41.73661884,58.67321779,38.71222617,40.52686178,52.01955392,47.18052565,27.21953403,36.29271204
12031012704,12031012701,35000,27260,99999,1,3,3509,1684.62005,137.7858911,153.9727723,167.3960396,90.01485149,40.66460396,21.31930693,19.34529703,60.00990099,129.1002475,135.8118812,147.6559406,146.0767327,107.3861386,96.33168317,67.11633663,27.63613861,27.24133663,18.55569307,22.89851485,32.76856436,17.37128713,11.44925743,6.711633663,1824.37995,141.3391089,150.8143564,149.2351485,86.06683168,61.19430693,20.13490099,20.92450495,69.09034653,136.2066832,158.710396,158.3155941,154.3675743,119.625,102.2537129,72.64356436,27.24133663,38.29579208,25.26732673,26.45173267,33.9529703,30.79455446,17.76608911,23.68811881
12031012800,12031013521,35000,27260,99999,1,1,7477,3599.423481,279.1384001,337.1406181,361.1184386,224.0501257,105.0341564,56.01951797,66.02084874,140.0700872,219.1432796,256.1206565,313.1228745,253.0878308,196.081177,192.0612154,159.0563359,57.01463847,84.02617182,43.01552565,43.01685642,100.0279462,73.02972054,25.01951797,17.00754103,3877.576519,234.1388437,293.1215437,390.1024693,196.0643206,111.0470206,51.0226231,41.02750259,132.0998078,244.1366258,276.1197693,302.1135591,294.1029129,295.0935975,244.0692001,174.0678693,70.02750259,93.02972054,66.01951797,74.03105131,137.0385923,98.04125388,41.02750259,20.03371285
12031012900,12031012900,35000,27260,99999,1,1,2686,1298,86,109,105,77,40,15,15,40,59,99,94,117,85,63,51,18,34,20,19,47,65,32,8,1388,73,106,114,63,19,23,9,37,99,69,111,109,95,76,73,25,24,31,37,66,78,34,17
12031013000,12031013000,35000,27260,99999,1,1,2636.054907,1275.197288,80.46601093,107.4068341,91.55551746,73.25323191,35.11076986,11.09751598,3.127805668,9.383417005,29.6080474,62.4520658,88.59591037,92.56875134,105.4524514,93.27762589,84.22259659,24.02927278,29.10345166,20.08046018,47.02929277,71.12264121,60.11322924,35.09475094,21.04563733,1360.857619,85.48412361,97.3545898,114.4033578,38.25459444,25.20269579,2.14660961,8.097861613,13.30820124,32.48755992,69.44058006,97.58686402,116.5019107,105.5165271,108.3239545,88.25951321,26.11180675,40.09684471,27.06897444,48.09058339,76.30094301,65.39565398,48.26679143,27.15707845
